age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
43;services;married;secondary;no;6214;no;no;cellular;11;mar;1139;29;-1;9;unknown;yes
85;admin.;married;secondary;no;10310;yes;no;cellular;4;jul;2268;8;-1;9;unknown;yes
51;management;single;tertiary;no;547;yes;yes;cellular;4;may;462;10;-1;8;unknown;no
69;admin.;married;secondary;no;2923;yes;yes;unknown;5;jun;930;20;-1;4;unknown;no
69;services;divorced;secondary;no;14572;yes;no;cellular;25;apr;680;6;-1;1;failure;yes
46;admin.;single;primary;no;14207;yes;no;cellular;9;jul;1353;11;-1;0;unknown;yes
55;technician;married;secondary;no;-1541;yes;yes;unknown;30;jul;656;14;-1;1;unknown;no
59;services;single;secondary;no;236;no;yes;cellular;1;may;2333;25;-1;1;success;no
38;management;married;primary;no;-1420;no;no;telephone;29;jul;1205;10;-1;0;unknown;yes
59;management;single;secondary;no;12439;yes;no;unknown;16;jul;2867;10;-1;7;unknown;yes
30;blue-collar;married;secondary;no;2715;yes;no;cellular;5;oct;455;11;-1;2;unknown;no
81;blue-collar;married;secondary;no;8626;no;no;unknown;5;aug;918;4;-1;9;unknown;no
34;technician;married;secondary;no;3897;no;no;unknown;7;nov;274;25;-1;9;unknown;no
26;technician;single;secondary;no;6664;yes;no;unknown;8;jan;2084;28;-1;7;unknown;no
58;admin.;married;tertiary;no;9181;yes;no;cellular;19;apr;2490;24;-1;5;failure;no
18;retired;divorced;secondary;no;9898;no;no;cellular;1;nov;874;3;-1;0;unknown;no
19;services;married;tertiary;no;-288;no;no;cellular;18;jan;67;9;-1;6;unknown;no
77;retired;married;secondary;no;14899;yes;no;unknown;22;mar;1433;29;247;2;unknown;yes
65;admin.;married;tertiary;no;5355;no;no;unknown;11;aug;2030;28;-1;8;unknown;no
46;blue-collar;married;tertiary;no;8585;no;no;unknown;30;dec;359;5;-1;8;unknown;no
27;blue-collar;married;tertiary;no;1669;yes;yes;cellular;22;jul;2764;1;-1;3;unknown;no
75;technician;married;secondary;no;12382;no;no;cellular;27;mar;947;11;-1;1;unknown;yes
77;management;single;secondary;no;13436;yes;no;cellular;29;apr;2529;8;-1;9;unknown;no
38;management;married;secondary;no;1262;no;no;cellular;16;feb;2336;21;-1;8;unknown;yes
45;technician;married;tertiary;no;2638;yes;yes;unknown;21;feb;1901;5;341;4;unknown;no
92;self-employed;married;tertiary;no;866;yes;no;cellular;11;may;2137;2;-1;7;unknown;yes
51;technician;single;tertiary;no;7251;no;yes;cellular;21;feb;2259;9;-1;8;unknown;no
25;management;married;tertiary;no;6948;no;yes;unknown;9;nov;574;6;-1;0;unknown;no
76;blue-collar;married;tertiary;no;-1813;no;no;cellular;27;jul;1095;11;-1;2;unknown;no
89;technician;married;secondary;no;8573;yes;no;unknown;7;jan;2895;10;-1;6;unknown;yes
66;management;single;secondary;no;5408;yes;no;cellular;22;sep;1988;12;-1;1;success;no
34;blue-collar;single;secondary;no;14679;no;no;unknown;15;oct;289;3;-1;3;unknown;no
77;blue-collar;married;secondary;no;1533;no;no;cellular;11;jan;2414;7;-1;3;unknown;no
62;admin.;married;primary;no;2140;no;no;cellular;23;nov;2074;18;-1;6;unknown;yes
86;management;divorced;secondary;no;2042;yes;no;telephone;19;jan;2467;23;-1;1;unknown;no
49;technician;divorced;tertiary;no;5733;yes;yes;unknown;29;sep;2947;12;-1;7;unknown;no
61;technician;single;secondary;no;12676;yes;no;cellular;7;jul;1385;11;-1;7;failure;no
82;technician;divorced;tertiary;no;4005;no;no;telephone;16;oct;1588;2;399;5;unknown;no
25;blue-collar;single;secondary;no;3870;no;no;unknown;3;dec;1777;27;188;3;unknown;no
94;management;single;primary;no;1904;yes;no;cellular;16;apr;1478;21;-1;1;unknown;yes
89;admin.;married;tertiary;no;13467;yes;no;unknown;8;mar;804;10;-1;2;unknown;yes
60;technician;married;tertiary;no;9973;yes;no;cellular;26;dec;611;13;-1;2;failure;yes
18;housemaid;married;secondary;no;12208;no;no;cellular;10;may;471;26;-1;2;unknown;yes
68;self-employed;single;secondary;no;261;yes;no;cellular;9;feb;1969;13;-1;3;unknown;no
41;services;divorced;secondary;no;11045;no;no;cellular;3;jun;368;15;-1;6;unknown;no
41;management;single;tertiary;no;12508;yes;no;cellular;7;jun;409;25;4;8;unknown;yes
34;blue-collar;married;secondary;no;14862;yes;no;cellular;8;dec;1625;13;339;9;unknown;yes
22;unemployed;married;secondary;no;4577;yes;no;cellular;3;jan;160;9;-1;3;unknown;no
37;unemployed;married;secondary;no;4785;no;no;cellular;16;dec;1736;6;-1;6;failure;no
38;blue-collar;married;tertiary;no;6884;yes;yes;cellular;22;oct;2725;3;156;9;unknown;yes
75;management;single;tertiary;no;1038;no;no;cellular;29;sep;1757;28;138;5;unknown;no
48;unknown;divorced;tertiary;no;-1807;no;no;cellular;14;jan;12;20;-1;9;unknown;no
28;admin.;married;secondary;no;14442;yes;no;unknown;7;jun;1986;20;-1;8;unknown;yes
69;management;married;tertiary;no;9801;yes;no;cellular;4;jul;1878;9;-1;7;unknown;no
32;admin.;single;tertiary;no;580;no;yes;cellular;6;aug;2135;4;-1;1;unknown;no
24;management;married;tertiary;no;10879;yes;no;cellular;7;feb;438;20;-1;2;unknown;no
45;admin.;divorced;secondary;no;10245;yes;yes;unknown;12;nov;420;5;-1;5;unknown;no
68;management;married;tertiary;no;11633;no;no;cellular;7;aug;1675;22;-1;4;other;no
75;blue-collar;married;secondary;no;9277;no;no;cellular;27;nov;1299;24;-1;1;unknown;no
22;management;married;tertiary;no;5623;yes;no;unknown;1;oct;1030;12;349;1;failure;yes
22;unknown;married;secondary;no;-1780;yes;no;cellular;18;feb;499;17;-1;4;unknown;yes
25;technician;married;primary;no;-1125;no;no;cellular;11;feb;245;5;-1;4;unknown;no
81;technician;married;secondary;no;9654;yes;no;unknown;11;sep;345;25;-1;0;unknown;no
27;self-employed;married;secondary;no;-804;yes;yes;cellular;17;jul;1775;26;-1;9;failure;no
55;admin.;married;secondary;no;14719;yes;yes;cellular;25;aug;479;4;-1;2;unknown;no
25;blue-collar;married;secondary;no;6416;yes;no;cellular;12;jan;1117;8;-1;8;unknown;yes
42;technician;married;secondary;no;12370;no;no;cellular;23;oct;2945;9;-1;9;failure;yes
90;housemaid;married;tertiary;no;-753;no;yes;cellular;27;jun;1333;17;-1;2;success;no
83;admin.;single;secondary;no;11250;no;no;cellular;23;jan;2567;24;-1;5;failure;no
67;services;divorced;secondary;no;5111;no;no;cellular;19;may;1952;8;-1;5;unknown;no
84;blue-collar;married;tertiary;no;-114;yes;no;cellular;21;feb;2477;5;211;1;success;yes
66;blue-collar;married;secondary;no;-1690;yes;no;unknown;18;sep;169;10;-1;6;failure;yes
53;unknown;married;secondary;no;8760;no;no;unknown;21;mar;118;18;-1;8;other;yes
85;technician;married;secondary;no;1546;yes;yes;cellular;24;oct;757;28;39;8;unknown;no
58;management;single;secondary;no;3351;yes;no;cellular;13;jul;1757;23;-1;7;unknown;yes
79;unknown;single;secondary;no;-1504;yes;no;cellular;10;feb;2110;14;-1;4;unknown;no
27;self-employed;single;secondary;yes;8196;yes;no;cellular;19;oct;108;27;-1;7;unknown;no
38;services;married;unknown;no;-802;yes;no;unknown;4;apr;745;27;-1;8;unknown;no
53;admin.;married;secondary;no;8537;yes;no;unknown;24;oct;1516;5;-1;0;unknown;no
29;blue-collar;divorced;primary;no;3910;yes;no;cellular;15;mar;2764;15;-1;0;unknown;no
19;self-employed;married;tertiary;no;3484;yes;yes;cellular;18;jan;1623;28;-1;4;unknown;no
30;technician;married;secondary;no;11397;yes;no;unknown;1;oct;416;5;-1;6;unknown;yes
70;retired;divorced;secondary;no;-1424;yes;no;unknown;19;jun;1348;22;-1;8;unknown;no
49;blue-collar;single;tertiary;no;-1947;no;no;cellular;2;may;2939;12;376;8;unknown;yes
33;blue-collar;single;secondary;no;13989;no;no;cellular;10;jun;709;10;-1;2;unknown;yes
49;technician;married;tertiary;no;9624;no;no;cellular;30;jan;617;8;-1;0;unknown;yes
49;blue-collar;married;secondary;no;13835;no;no;unknown;18;nov;251;27;-1;2;unknown;no
28;management;married;tertiary;no;-1772;no;no;cellular;4;aug;737;1;-1;7;unknown;no
27;admin.;single;secondary;no;14190;yes;no;unknown;29;apr;1436;3;-1;6;failure;no
32;admin.;married;secondary;no;10022;yes;no;cellular;29;jul;2551;28;-1;4;unknown;no
34;services;single;tertiary;no;-1016;no;no;unknown;22;aug;2201;16;-1;9;unknown;no
57;services;single;tertiary;no;10660;no;no;cellular;10;mar;2271;23;-1;8;unknown;no
35;entrepreneur;married;tertiary;no;8041;yes;no;cellular;26;apr;597;11;-1;3;other;no
72;blue-collar;married;secondary;no;-1469;no;no;cellular;21;sep;1576;9;-1;5;unknown;no
90;technician;married;unknown;no;11711;yes;no;cellular;4;dec;2893;10;-1;4;unknown;no
42;blue-collar;single;secondary;no;9227;yes;no;cellular;24;sep;1441;2;-1;5;unknown;no
76;management;single;primary;no;6028;yes;no;cellular;27;jul;1508;20;-1;3;unknown;yes
39;unemployed;single;primary;no;14945;yes;no;cellular;21;mar;683;11;-1;2;unknown;yes
47;blue-collar;married;tertiary;no;-1911;yes;no;cellular;18;nov;1920;20;-1;4;success;yes
61;unemployed;married;tertiary;no;3735;no;yes;cellular;20;apr;1695;11;-1;4;unknown;no
49;blue-collar;single;secondary;no;1145;yes;no;cellular;23;jul;2207;7;-1;1;unknown;no
68;management;married;tertiary;no;-708;yes;no;cellular;4;jun;1074;21;-1;9;failure;no
63;management;single;tertiary;no;5559;yes;yes;cellular;15;jun;1653;28;-1;3;unknown;no
38;unemployed;single;secondary;no;1781;yes;no;cellular;22;nov;2219;11;-1;2;unknown;no
49;blue-collar;married;secondary;yes;391;no;no;cellular;18;apr;2379;5;-1;6;unknown;no
56;management;married;tertiary;no;11204;yes;yes;cellular;9;oct;1619;23;-1;4;unknown;no
29;unknown;married;primary;no;252;yes;no;cellular;20;aug;1875;12;-1;5;unknown;yes
64;management;married;secondary;no;1891;yes;no;cellular;29;sep;2113;18;-1;6;unknown;no
35;management;single;secondary;no;7866;no;no;telephone;17;oct;2013;24;-1;1;unknown;no
38;blue-collar;single;secondary;no;3229;yes;no;cellular;30;jul;270;22;-1;9;other;yes
30;services;divorced;secondary;no;5553;yes;yes;cellular;3;aug;1084;5;-1;3;unknown;no
38;admin.;single;secondary;no;-1937;yes;no;unknown;13;oct;2736;15;-1;5;unknown;no
25;admin.;married;tertiary;no;-213;yes;no;cellular;30;feb;1889;12;-1;2;unknown;yes
63;retired;married;secondary;no;10042;no;no;cellular;7;apr;628;1;-1;5;unknown;no
24;entrepreneur;single;tertiary;no;6069;yes;no;cellular;14;mar;1159;18;-1;9;unknown;no
40;unemployed;married;tertiary;no;9726;yes;no;unknown;30;jun;1001;6;-1;0;unknown;yes
92;technician;single;tertiary;no;1915;no;no;telephone;26;feb;2306;6;80;7;unknown;no
39;services;single;tertiary;no;12655;no;no;unknown;25;jul;1279;29;218;9;unknown;no
39;technician;married;secondary;no;10644;yes;no;unknown;6;aug;2378;11;-1;4;failure;no
46;services;married;primary;no;-1908;no;no;unknown;14;apr;2830;25;100;0;unknown;no
30;blue-collar;married;primary;no;8934;no;no;unknown;14;aug;1567;11;-1;9;unknown;yes
19;student;single;tertiary;no;-323;yes;no;cellular;29;aug;1277;16;-1;9;unknown;no
46;blue-collar;married;unknown;no;1864;yes;no;cellular;14;mar;2037;6;-1;0;unknown;no
69;entrepreneur;divorced;secondary;no;10148;yes;no;unknown;20;jan;2314;1;390;9;unknown;no
44;technician;married;tertiary;no;9263;yes;no;unknown;18;nov;1922;28;-1;2;unknown;yes
67;management;divorced;primary;no;13113;yes;no;cellular;9;mar;793;23;-1;5;unknown;no
40;technician;married;secondary;no;2587;no;no;cellular;12;oct;1030;16;-1;1;unknown;no
61;blue-collar;married;tertiary;no;8169;no;no;unknown;14;dec;859;28;-1;7;unknown;no
94;retired;single;primary;no;-202;yes;no;cellular;24;jan;438;3;-1;9;unknown;no
39;admin.;single;secondary;no;11782;yes;no;cellular;23;dec;550;24;-1;6;unknown;no
60;self-employed;married;secondary;no;11408;yes;yes;cellular;16;feb;2051;6;-1;1;unknown;no
54;student;single;tertiary;no;8030;no;no;cellular;2;aug;1565;3;-1;0;unknown;yes
78;retired;single;secondary;no;8752;no;no;cellular;16;apr;677;19;-1;6;unknown;no
73;blue-collar;married;secondary;no;5051;yes;no;unknown;18;sep;2354;29;-1;6;unknown;no
20;admin.;married;secondary;no;7855;no;no;cellular;24;jul;461;8;-1;2;unknown;no
80;blue-collar;single;primary;no;8589;yes;yes;unknown;9;mar;1571;22;-1;9;unknown;yes
36;retired;married;tertiary;no;9395;no;no;unknown;25;jan;1522;2;-1;7;unknown;no
40;technician;married;secondary;no;10833;yes;no;unknown;8;jan;1234;19;195;7;unknown;no
46;blue-collar;single;primary;no;-1402;yes;no;unknown;1;jan;1136;28;76;4;success;yes
47;services;married;secondary;no;12367;yes;no;cellular;5;oct;116;15;-1;6;unknown;no
56;technician;married;tertiary;no;14642;no;no;cellular;7;mar;1339;22;-1;2;unknown;no
42;management;divorced;secondary;no;6003;no;no;unknown;10;may;562;14;-1;5;unknown;no
25;services;married;primary;no;8097;no;no;cellular;22;aug;1456;14;-1;2;unknown;yes
75;technician;single;primary;no;11207;yes;no;cellular;11;aug;2248;23;-1;8;unknown;yes
33;blue-collar;single;secondary;no;9824;yes;yes;cellular;12;feb;123;4;-1;6;unknown;no
89;blue-collar;married;secondary;no;-1203;yes;no;telephone;1;sep;155;24;381;0;unknown;no
18;admin.;married;secondary;no;8695;no;no;unknown;26;sep;408;19;-1;7;unknown;no
22;unemployed;married;tertiary;no;3713;no;no;telephone;6;jul;465;22;-1;8;unknown;no
20;technician;married;tertiary;no;5311;no;no;unknown;4;dec;753;7;-1;9;unknown;no
82;student;single;tertiary;no;3911;no;no;telephone;3;oct;1187;16;-1;1;unknown;no
21;admin.;single;secondary;no;1954;no;no;cellular;4;may;771;8;-1;0;unknown;no
81;management;married;secondary;no;7819;no;no;cellular;24;may;1300;27;223;3;success;yes
27;admin.;married;secondary;no;2312;yes;no;unknown;27;aug;2884;15;-1;8;unknown;no
38;admin.;married;secondary;no;6980;no;no;cellular;6;aug;1003;20;-1;5;unknown;yes
63;retired;married;primary;no;13828;no;no;unknown;25;may;2797;5;-1;9;unknown;yes
44;unemployed;married;tertiary;no;11952;yes;no;unknown;5;jun;393;22;-1;7;unknown;no
83;technician;married;secondary;no;5102;no;no;telephone;27;jun;2097;1;-1;6;success;yes
58;services;single;secondary;no;10660;yes;no;unknown;9;jun;2772;12;-1;4;unknown;yes
30;admin.;married;secondary;no;13427;yes;no;cellular;4;may;1801;9;-1;4;failure;no
26;blue-collar;married;secondary;no;-553;no;no;cellular;14;sep;143;19;-1;5;unknown;no
53;entrepreneur;single;tertiary;no;14898;yes;no;cellular;15;jan;165;18;-1;5;unknown;no
75;student;married;secondary;no;10651;yes;no;cellular;28;oct;1043;27;-1;4;unknown;no
71;technician;married;tertiary;no;13112;no;no;cellular;4;mar;2670;7;205;7;unknown;yes
29;management;married;secondary;no;-49;yes;no;cellular;22;jul;68;11;-1;2;failure;yes
31;management;married;tertiary;no;11827;yes;no;unknown;14;sep;2501;11;-1;8;unknown;yes
51;admin.;married;secondary;no;6965;no;no;cellular;29;feb;24;20;-1;4;success;no
70;blue-collar;divorced;tertiary;no;-1672;yes;no;cellular;10;nov;2357;20;-1;8;unknown;no
37;management;married;secondary;no;6985;yes;yes;cellular;27;apr;11;26;-1;4;unknown;no
92;blue-collar;divorced;secondary;no;10884;yes;no;cellular;7;aug;576;15;-1;2;unknown;no
33;management;married;primary;no;3973;yes;no;cellular;30;may;2741;25;145;8;unknown;no
87;technician;married;secondary;no;5714;yes;no;cellular;18;dec;233;23;134;1;unknown;no
73;retired;married;secondary;no;-863;no;no;unknown;20;nov;2882;25;-1;4;unknown;no
75;admin.;married;secondary;no;2472;yes;no;cellular;15;aug;916;17;-1;2;unknown;yes
21;blue-collar;married;secondary;no;1274;yes;no;cellular;29;dec;1721;3;-1;6;unknown;no
21;management;married;primary;no;1273;no;no;cellular;8;nov;590;26;-1;3;unknown;no
37;housemaid;married;secondary;no;13151;no;no;cellular;9;feb;1667;11;-1;7;failure;yes
27;housemaid;married;secondary;no;8155;yes;no;unknown;5;dec;1298;26;-1;0;unknown;no
41;management;married;primary;no;3362;yes;no;unknown;6;aug;2896;13;-1;4;unknown;no
43;retired;married;tertiary;no;2636;no;no;unknown;26;jun;1846;28;-1;7;unknown;no
54;technician;married;tertiary;no;3346;no;no;cellular;12;may;1852;6;341;1;unknown;yes
71;entrepreneur;single;tertiary;no;8938;no;yes;cellular;7;feb;1735;14;-1;5;unknown;yes
38;technician;single;tertiary;no;2208;yes;no;cellular;7;jul;612;11;-1;6;other;yes
91;entrepreneur;married;primary;no;2468;yes;no;cellular;15;jan;151;13;-1;5;unknown;no
55;admin.;married;unknown;no;346;yes;yes;cellular;19;jun;2263;17;-1;9;failure;no
63;management;married;secondary;no;11984;no;no;telephone;13;mar;658;14;-1;2;unknown;yes
21;retired;divorced;secondary;no;-958;no;no;cellular;18;jun;309;21;-1;5;failure;no
77;technician;married;tertiary;no;11063;yes;no;cellular;10;jan;148;14;-1;6;unknown;no
74;services;single;secondary;no;6199;yes;no;cellular;8;jan;2384;4;-1;2;unknown;no
62;technician;married;secondary;no;1731;no;no;unknown;25;feb;1502;4;-1;9;unknown;no
37;technician;married;primary;no;7765;yes;no;cellular;11;oct;2554;14;-1;1;failure;no
34;retired;married;secondary;no;5302;yes;no;cellular;8;jul;1204;14;-1;2;unknown;no
88;management;married;secondary;no;14844;no;no;cellular;8;dec;2481;28;-1;0;unknown;yes
21;management;single;secondary;no;14294;yes;no;cellular;15;dec;1819;7;-1;6;unknown;yes
31;unknown;married;primary;no;302;yes;no;cellular;2;apr;2251;16;-1;3;unknown;no
20;technician;married;secondary;no;7543;yes;no;cellular;27;apr;463;14;-1;2;unknown;no
75;admin.;married;secondary;no;-1639;no;yes;cellular;20;apr;973;5;-1;5;unknown;no
72;technician;single;secondary;no;3493;yes;no;cellular;22;may;326;7;-1;2;unknown;no
21;blue-collar;married;tertiary;no;14592;no;no;cellular;24;feb;148;17;-1;9;unknown;no
41;management;married;secondary;no;6458;yes;no;unknown;13;nov;1300;27;-1;2;unknown;no
51;blue-collar;married;tertiary;no;3092;no;no;cellular;18;jul;34;15;-1;8;unknown;no
47;services;married;primary;no;14937;yes;no;cellular;12;mar;1901;25;-1;1;unknown;yes
36;technician;single;secondary;no;6025;yes;no;cellular;8;nov;0;24;-1;4;unknown;no
48;blue-collar;married;secondary;no;11817;no;no;telephone;17;mar;2515;7;-1;9;unknown;yes
77;admin.;married;secondary;no;7779;yes;no;cellular;27;nov;2651;10;-1;9;unknown;yes
77;blue-collar;married;primary;no;2516;no;no;cellular;6;feb;2513;18;-1;1;unknown;no
36;services;divorced;secondary;no;4451;yes;no;unknown;16;jun;2498;11;-1;5;unknown;no
66;entrepreneur;married;secondary;no;12530;yes;no;cellular;24;apr;2650;22;-1;3;failure;yes
80;blue-collar;married;secondary;no;7310;yes;no;cellular;24;apr;2117;14;-1;6;failure;no
39;blue-collar;divorced;secondary;no;-487;no;no;cellular;28;aug;1667;4;-1;0;unknown;no
41;management;married;tertiary;no;11336;yes;no;cellular;27;dec;2304;3;-1;7;other;no
93;blue-collar;divorced;secondary;no;9595;no;no;unknown;23;feb;1940;29;-1;1;unknown;no
47;services;married;tertiary;no;4749;yes;no;cellular;23;jul;2914;24;-1;3;unknown;no
75;admin.;married;tertiary;no;5005;yes;no;cellular;14;feb;1020;14;-1;6;unknown;no
48;services;single;secondary;no;2438;yes;no;unknown;27;jun;91;20;-1;7;success;no
81;blue-collar;divorced;tertiary;no;10880;yes;no;unknown;10;may;593;3;-1;8;unknown;no
36;management;married;tertiary;no;10256;yes;no;cellular;27;aug;2419;27;-1;4;unknown;yes
65;blue-collar;divorced;secondary;no;8176;no;yes;telephone;28;jun;2940;21;-1;8;unknown;yes
62;services;married;secondary;no;14359;yes;no;telephone;25;dec;2146;29;-1;8;success;no
72;unemployed;single;secondary;no;12412;yes;no;unknown;2;jul;2557;25;210;2;unknown;no
72;technician;married;secondary;no;12287;no;no;cellular;13;jun;1588;26;-1;6;unknown;no
35;retired;married;secondary;no;11044;yes;no;cellular;1;aug;1876;3;-1;7;unknown;yes
80;management;divorced;tertiary;no;435;yes;no;cellular;28;feb;985;25;-1;0;unknown;no
64;technician;divorced;tertiary;no;9166;yes;no;cellular;18;dec;968;20;-1;9;unknown;no
92;services;married;primary;no;1098;yes;no;cellular;30;jul;961;12;73;4;unknown;no
74;blue-collar;married;primary;no;1386;yes;no;cellular;14;may;1986;10;-1;0;unknown;no
62;technician;married;tertiary;no;3440;yes;yes;cellular;3;dec;245;20;-1;2;unknown;no
50;management;married;primary;no;10735;yes;no;cellular;15;sep;2848;18;-1;1;unknown;yes
34;blue-collar;married;tertiary;no;8008;no;yes;cellular;9;nov;278;12;365;1;other;no
87;blue-collar;married;secondary;no;4436;no;no;cellular;26;sep;2821;24;-1;3;unknown;no
21;blue-collar;married;primary;no;5403;no;no;unknown;13;aug;852;4;-1;4;unknown;yes
37;management;single;primary;yes;8696;yes;no;unknown;23;aug;430;19;-1;0;unknown;no
64;blue-collar;married;secondary;no;939;yes;no;unknown;5;apr;2489;29;-1;5;unknown;no
32;blue-collar;married;primary;no;1138;yes;no;cellular;5;dec;1284;19;-1;4;success;no
87;blue-collar;married;secondary;no;14559;yes;no;telephone;22;aug;1278;17;37;3;failure;no
64;retired;single;secondary;no;1162;yes;no;unknown;2;feb;2312;8;-1;5;unknown;no
92;services;married;secondary;no;752;yes;no;unknown;1;nov;2562;29;-1;1;unknown;yes
26;entrepreneur;married;tertiary;no;10889;yes;no;unknown;27;may;2492;11;-1;7;failure;yes
33;admin.;single;secondary;yes;-1163;no;no;cellular;17;apr;2270;5;-1;5;failure;no
86;blue-collar;single;secondary;no;10043;yes;no;cellular;19;may;2809;5;-1;2;unknown;yes
78;technician;single;secondary;no;13797;no;no;unknown;17;may;2239;13;-1;3;unknown;no
27;management;divorced;secondary;no;12386;no;no;unknown;9;may;2605;4;-1;1;unknown;no
67;management;single;tertiary;no;733;yes;no;unknown;10;jul;806;13;-1;3;unknown;no
20;admin.;single;tertiary;no;10002;yes;no;cellular;29;jan;268;16;-1;8;unknown;no
94;services;married;secondary;no;12601;no;yes;cellular;15;feb;2698;12;191;3;unknown;no
87;management;married;tertiary;no;3206;no;no;cellular;13;jul;2088;14;-1;7;failure;no
68;blue-collar;married;secondary;no;653;yes;no;unknown;29;jan;1198;21;-1;2;unknown;yes
36;blue-collar;married;primary;no;1310;yes;no;unknown;21;sep;432;28;111;4;unknown;no
59;management;married;secondary;no;2680;yes;no;cellular;25;dec;802;21;-1;1;unknown;no
52;technician;married;tertiary;no;3191;yes;no;telephone;21;mar;2038;9;-1;8;unknown;yes
63;technician;single;secondary;no;14757;no;no;cellular;17;nov;930;27;-1;8;failure;no
43;retired;married;tertiary;no;2675;yes;no;cellular;27;jun;2370;6;-1;9;unknown;yes
86;services;married;secondary;no;10804;yes;no;cellular;28;apr;899;29;-1;6;unknown;no
81;blue-collar;divorced;secondary;no;14210;yes;no;unknown;23;mar;1303;25;-1;1;unknown;no
54;retired;married;unknown;no;-739;no;no;unknown;7;aug;1117;8;-1;3;unknown;yes
66;services;married;secondary;no;5633;no;no;cellular;4;feb;2911;16;-1;5;unknown;yes
38;blue-collar;married;tertiary;no;6312;no;no;cellular;3;mar;2928;19;26;8;unknown;no
91;technician;divorced;tertiary;no;3532;no;no;cellular;1;aug;2387;2;-1;5;unknown;no
81;blue-collar;married;tertiary;no;884;no;no;cellular;7;mar;2467;6;-1;3;unknown;yes
22;blue-collar;single;primary;no;8809;yes;no;unknown;5;aug;1228;29;-1;0;other;yes
87;retired;married;secondary;no;3623;yes;no;unknown;26;jul;567;2;21;6;unknown;no
21;self-employed;married;tertiary;no;9460;yes;no;cellular;17;feb;742;19;-1;6;unknown;yes
56;services;married;secondary;no;8234;no;no;cellular;17;jan;2307;19;-1;5;success;yes
52;blue-collar;single;secondary;no;14874;yes;no;cellular;15;jan;2779;13;340;2;failure;yes
18;technician;single;secondary;no;12137;yes;yes;cellular;3;feb;2727;17;-1;4;other;no
41;management;single;secondary;no;1045;yes;yes;telephone;3;jul;682;21;60;6;unknown;no
74;management;single;secondary;no;-1618;no;no;cellular;2;sep;1849;8;-1;5;unknown;no
87;unknown;married;secondary;no;3585;yes;no;unknown;8;jul;1414;9;242;6;unknown;yes
58;services;single;secondary;no;7369;yes;no;cellular;13;mar;1301;23;-1;4;failure;no
71;blue-collar;married;primary;no;217;no;yes;unknown;28;aug;1795;5;-1;0;unknown;no
63;student;single;secondary;no;7487;yes;yes;cellular;24;aug;895;8;-1;9;other;no
77;admin.;married;tertiary;no;10718;no;yes;unknown;6;sep;931;9;-1;4;unknown;no
77;admin.;married;tertiary;no;13115;yes;no;unknown;5;nov;480;16;-1;1;unknown;no
74;management;married;primary;no;-1350;no;no;cellular;13;dec;1474;16;-1;9;unknown;no
48;unknown;married;secondary;no;6169;no;no;cellular;30;sep;290;12;-1;9;failure;no
41;blue-collar;married;secondary;no;14312;yes;no;unknown;22;dec;2848;25;-1;1;unknown;no
53;services;single;secondary;no;8943;no;no;cellular;1;sep;2694;25;-1;3;unknown;yes
47;blue-collar;married;tertiary;no;1198;yes;no;cellular;18;apr;2152;11;-1;5;unknown;no
41;services;married;tertiary;no;6732;yes;yes;unknown;7;oct;1974;18;-1;4;unknown;yes
47;management;single;tertiary;no;3805;no;yes;cellular;17;apr;1400;13;-1;6;unknown;no
24;services;married;secondary;no;-798;no;no;cellular;8;nov;189;3;-1;9;unknown;no
52;blue-collar;single;secondary;no;1006;yes;yes;telephone;19;feb;1218;18;-1;7;unknown;no
72;services;married;secondary;no;6505;yes;no;cellular;16;aug;1599;11;57;9;unknown;no
31;unknown;divorced;primary;no;7375;no;no;cellular;14;feb;376;11;-1;0;unknown;no
27;services;married;primary;no;11105;yes;no;cellular;20;mar;2730;5;357;7;unknown;no
33;management;married;primary;no;14505;no;no;telephone;23;sep;1041;28;183;2;unknown;no
71;technician;married;secondary;no;4603;no;no;cellular;10;feb;258;3;-1;9;unknown;no
94;admin.;married;secondary;no;1682;yes;yes;telephone;23;jan;826;29;-1;9;unknown;no
87;services;divorced;secondary;no;11460;yes;no;cellular;2;may;2419;25;-1;1;unknown;yes
61;technician;married;secondary;no;11559;yes;no;unknown;21;jul;1725;2;-1;1;unknown;yes
90;admin.;married;unknown;no;4864;no;no;cellular;24;apr;1830;15;-1;4;unknown;yes
62;management;married;secondary;no;12234;no;no;unknown;16;apr;2879;5;-1;1;unknown;no
73;blue-collar;single;secondary;no;9889;no;no;cellular;25;nov;2640;28;-1;3;unknown;yes
74;management;married;primary;no;-271;yes;yes;cellular;13;mar;2107;5;-1;2;failure;yes
38;self-employed;divorced;tertiary;no;9747;no;no;cellular;5;jun;2152;21;-1;7;unknown;no
85;blue-collar;married;secondary;no;168;yes;yes;cellular;18;dec;1449;16;-1;8;failure;no
67;management;married;tertiary;no;10413;no;no;cellular;20;aug;2924;17;-1;5;success;yes
50;blue-collar;married;secondary;no;12884;yes;no;unknown;11;nov;1790;26;373;3;unknown;no
24;housemaid;single;tertiary;no;10973;no;no;unknown;5;nov;643;7;-1;1;unknown;no
87;blue-collar;single;secondary;no;5668;no;no;cellular;22;feb;1500;2;-1;7;unknown;no
32;technician;married;secondary;no;11260;yes;no;cellular;28;jun;2314;28;360;2;unknown;yes
